Channel,Category,Sub Category,Manufacturer,Brand,Revenue,Date,Units,Price,Price Tier
MASS,FACIAL SKIN CARE,EXFOLIATORS/SCRUBS,LOREAL SA,GARNIER,437878.341,8/1/2019,1,437878,d.$100+
MASS,FACIAL SKIN CARE,EYE CREAM,LOREAL SA,GARNIER,453260.341,8/1/2019,56,8094,c.$50 - $100
MASS,FACIAL SKIN CARE,GENERAL/MULTIPURPOSE CLEANSER,LOREAL SA,GARNIER,3854699.559,8/1/2019,50,77094,c.$50 - $100
MASS,FACIAL SKIN CARE,NIGHT FACIAL MOISTURIZER,LOREAL SA,GARNIER,115828.658,8/1/2019,69,1679,a.less than $25
MASS,FACIAL SKIN CARE,OIL BLOTTING SHEETS,LOREAL SA,GARNIER,53.05,8/1/2019,46,1,a.less than $25
MASS,FACIAL SKIN CARE,TONERS,LOREAL SA,GARNIER,13,8/1/2019,34,0,a.less than $25
MASS,HAIR CARE,CONDITIONER,LOREAL SA,GARNIER,12352489.12,8/1/2019,14,882321,d.$100+
MASS,HAIR CARE,SHAMPOO,LOREAL SA,GARNIER,15279852.52,8/1/2019,86,177673,d.$100+
MASS,HAIR CARE,STYLING PRODUCTS,LOREAL SA,GARNIER,5917957.075,8/1/2019,5,1183591,d.$100+
MASS,HAIR CARE,TREATMENT,LOREAL SA,GARNIER,5988717.134,8/1/2019,87,68836,c.$50 - $100
MASS,HBL,HAND/ARM,LOREAL SA,GARNIER,4.86,8/1/2019,87,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1273848,8/1/2017,90,14154,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3534711,8/1/2017,94,37603,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,12102986,8/1/2017,70,172900,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,637093,8/1/2017,4,159273,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,12473540,8/1/2017,54,230991,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,1829395,8/1/2017,81,22585,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,0,8/1/2017,50,0,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,0,8/1/2017,52,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1948372,9/1/2017,27,72162,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,5711196,9/1/2017,52,109831,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,18808300,9/1/2017,57,329970,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,957197,9/1/2017,17,56306,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,10887233,9/1/2017,68,160106,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,2800514,9/1/2017,52,53856,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,447417,9/1/2017,1,447417,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,14725,9/1/2017,66,223,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1528674,10/1/2017,39,39197,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3052663,10/1/2017,15,203511,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,13630108,10/1/2017,35,389432,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,703863,10/1/2017,94,7488,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,6356525,10/1/2017,89,71422,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,2841248,10/1/2017,69,41178,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,-20294,10/1/2017,62,-327,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,18997,10/1/2017,57,333,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,6020078,11/1/2017,39,154361,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3818604,11/1/2017,22,173573,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,17710194,11/1/2017,10,1771019,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,648744,11/1/2017,68,9540,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,17680249,11/1/2017,100,176802,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3442785,11/1/2017,52,66207,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,36465,11/1/2017,30,1216,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,25636,11/1/2017,82,313,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,9832633,12/1/2017,46,213753,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,5345945,12/1/2017,79,67670,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,25275585,12/1/2017,52,486069,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,1087365,12/1/2017,50,21747,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,6910664,12/1/2017,89,77648,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3219091,12/1/2017,0,0,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,296600,12/1/2017,78,3803,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,26103,12/1/2017,74,353,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1146872,1/1/2018,76,15090,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3115502,1/1/2018,94,33144,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,17655478,1/1/2018,13,1358114,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,667089,1/1/2018,28,23825,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,16633683,1/1/2018,76,218864,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,1915663,1/1/2018,60,31928,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,381958,1/1/2018,37,10323,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,20165,1/1/2018,100,202,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1393612,2/1/2018,22,63346,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3547733,2/1/2018,26,136451,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,22740351,2/1/2018,8,2842544,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,782141,2/1/2018,95,8233,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,7196886,2/1/2018,46,156454,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4801274,2/1/2018,48,100027,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,201510,2/1/2018,95,2121,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,18471,2/1/2018,93,199,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1709360,3/1/2018,27,63310,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,5507489,3/1/2018,58,94957,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,28814289,3/1/2018,23,1252795,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,927904,3/1/2018,1,927904,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,16889138,3/1/2018,58,291192,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3288464,3/1/2018,8,411058,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,101844,3/1/2018,89,1144,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,30205,3/1/2018,16,1888,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1204139,4/1/2018,23,52354,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3454647,4/1/2018,47,73503,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,22067645,4/1/2018,48,459743,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,755083,4/1/2018,72,10487,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,8172269,4/1/2018,21,389156,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3534494,4/1/2018,47,75202,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,1808,4/1/2018,99,18,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,30373,4/1/2018,15,2025,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1349325,5/1/2018,63,21418,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3582463,5/1/2018,28,127945,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,19854939,5/1/2018,48,413645,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,668868,5/1/2018,43,15555,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,11851987,5/1/2018,45,263377,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3815241,5/1/2018,26,146740,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,93120,5/1/2018,15,6208,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,22920,5/1/2018,5,4584,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1480754,6/1/2018,50,29615,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,4349677,6/1/2018,78,55765,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,22631822,6/1/2018,37,611671,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,798291,6/1/2018,41,19471,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,6353214,6/1/2018,62,102471,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3291304,6/1/2018,25,131652,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,140006,6/1/2018,37,3784,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,56875,6/1/2018,62,917,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,980584,7/1/2018,0,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3113803,7/1/2018,88,35384,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,18326148,7/1/2018,42,436337,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,549870,7/1/2018,90,6110,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,5871876,7/1/2018,74,79350,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,2697382,7/1/2018,43,62730,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,156565,7/1/2018,84,1864,a.less than $25
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,545234,7/1/2018,94,5800,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1112826,8/1/2018,21,52992,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,4382904,8/1/2018,1,4382904,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,18973088,8/1/2018,19,998584,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,593928,8/1/2018,81,7332,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,7949451,8/1/2018,89,89320,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3741260,8/1/2018,54,69283,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,744600,8/1/2018,17,43800,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,56062,8/1/2018,78,719,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1428640,9/1/2018,18,79369,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,6095595,9/1/2018,38,160410,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,25802476,9/1/2018,67,385112,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,786993,9/1/2018,52,15134,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,4564704,9/1/2018,86,53078,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4177094,9/1/2018,7,596728,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,255299,9/1/2018,96,2659,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,44654,9/1/2018,52,859,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1637245,10/1/2018,80,20466,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,4676081,10/1/2018,10,467608,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,20487556,10/1/2018,84,243899,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,640112,10/1/2018,28,22861,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,8996003,10/1/2018,94,95702,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4710725,10/1/2018,22,214124,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,301860,10/1/2018,55,5488,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,137375,10/1/2018,4,34344,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,5293865,11/1/2018,22,240630,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,4908094,11/1/2018,60,81802,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,19664595,11/1/2018,56,351153,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,541133,11/1/2018,92,5882,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,17973787,11/1/2018,65,276520,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4226388,11/1/2018,99,42691,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,1162148,11/1/2018,30,38738,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,80721,11/1/2018,32,2523,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,9023987,12/1/2018,67,134686,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,8115601,12/1/2018,1,8115601,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,29547578,12/1/2018,8,3693447,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,937231,12/1/2018,14,66945,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,7972017,12/1/2018,10,797202,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,5066241,12/1/2018,75,67550,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,1304455,12/1/2018,37,35256,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,98549,12/1/2018,57,1729,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1081964,1/1/2019,10,108196,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,5096988,1/1/2019,78,65346,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,20916561,1/1/2019,2,10458281,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,501398,1/1/2019,96,5223,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,6712172,1/1/2019,58,115727,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4092119,1/1/2019,40,102303,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,6269320,1/1/2019,9,696591,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,98160,1/1/2019,0,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1037910,2/1/2019,42,24712,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,4497623,2/1/2019,0,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,21569769,2/1/2019,80,269622,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,690779,2/1/2019,89,7762,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,8218992,2/1/2019,89,92348,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4218756,2/1/2019,97,43492,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,154480,2/1/2019,20,7724,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,58231,2/1/2019,99,588,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1569041,3/1/2019,14,112074,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,5361451,3/1/2019,48,111697,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,36180567,3/1/2019,16,2261285,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,783208,3/1/2019,84,9324,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,19012847,3/1/2019,19,1000676,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,5797209,3/1/2019,69,84018,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,282322,3/1/2019,34,8304,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,116934,3/1/2019,60,1949,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1154148,4/1/2019,37,31193,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,4272870,4/1/2019,7,610410,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,23908090,4/1/2019,36,664114,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,442877,4/1/2019,80,5536,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,10608542,4/1/2019,87,121937,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4517312,4/1/2019,76,59438,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,179955,4/1/2019,47,3829,b.$25 - $50
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,126776,4/1/2019,21,6037,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1151293,5/1/2019,51,22574,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3460957,5/1/2019,83,41698,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,22299320,5/1/2019,87,256314,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,392442,5/1/2019,65,6038,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,9658660,5/1/2019,69,139981,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,3675544,5/1/2019,15,245036,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,361198,5/1/2019,65,5557,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,112545,5/1/2019,30,3752,b.$25 - $50
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,1165777,6/1/2019,12,97148,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,5021286,6/1/2019,0,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL FACE,LOREAL INC,IT COSMETICS,27955110,6/1/2019,66,423562,d.$100+
PRESTIGE,MAKEUP,MAKEUP TOTAL LIP,LOREAL INC,IT COSMETICS,498234,6/1/2019,40,12456,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL SETS,LOREAL INC,IT COSMETICS,6586653,6/1/2019,89,74007,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL FACE,LOREAL INC,IT COSMETICS,4716085,6/1/2019,36,131002,d.$100+
PRESTIGE,SKINCARE,SKINCARE TOTAL SETS & KITS,LOREAL INC,IT COSMETICS,310440,6/1/2019,47,6605,c.$50 - $100
PRESTIGE,SKINCARE,SKINCARE TOTAL SUN,LOREAL INC,IT COSMETICS,142990,6/1/2019,0,0,a.less than $25
PRESTIGE,MAKEUP,MAKEUP TOTAL ALL OTHER,LOREAL INC,IT COSMETICS,925249,7/1/2019,91,10168,c.$50 - $100
PRESTIGE,MAKEUP,MAKEUP TOTAL EYE,LOREAL INC,IT COSMETICS,3737508,7/1/2019,69,54167,c.$50 - $100
