Customer Segment,Product Category,Region,Date,Sales
Corporate,Furniture,East,2010-01-10,144.03
Corporate,Furniture,East,2010-01-11,16473.3
Corporate,Furniture,East,2010-01-12,7029.87
Corporate,Furniture,East,2011-01-01,9658.9
Corporate,Furniture,East,2011-01-02,1413.8
Corporate,Furniture,East,2011-01-03,561.26
Corporate,Furniture,East,2011-01-04,7593.25
Corporate,Furniture,East,2011-01-05,1303.92
Corporate,Furniture,East,2011-01-06,647.92
Corporate,Furniture,East,2011-01-07,15699.6
Corporate,Furniture,East,2011-01-09,7243.61
Corporate,Furniture,East,2011-01-10,1442.25
Corporate,Furniture,East,2011-01-11,395.61
Corporate,Furniture,East,2011-01-12,325.2
Corporate,Furniture,East,2012-01-01,2953.26
Corporate,Furniture,East,2012-01-02,3803.47
Corporate,Furniture,East,2012-01-03,10729.24
Corporate,Furniture,East,2012-01-05,6204.2
Corporate,Furniture,East,2012-01-06,5271.97
Corporate,Furniture,East,2012-01-07,877.25
Corporate,Furniture,East,2012-01-08,3828.15
Corporate,Furniture,East,2012-01-09,150.79
Corporate,Furniture,East,2012-01-10,4022.38
Corporate,Furniture,East,2012-01-11,31556.41
Corporate,Furniture,East,2012-01-12,4006.39
Corporate,Furniture,East,2013-01-01,9695.69
Corporate,Furniture,East,2013-01-02,113.98
Corporate,Furniture,East,2013-01-03,560.4
Corporate,Furniture,East,2013-01-04,1494.36
Corporate,Furniture,East,2013-01-05,9420.72
Corporate,Furniture,East,2013-01-06,926.77
Corporate,Furniture,East,2013-01-07,4235.69
Corporate,Furniture,East,2013-01-08,2498.45
Corporate,Furniture,East,2013-01-09,5785.34
Corporate,Furniture,East,2013-01-10,4196.93
Corporate,Furniture,East,2013-01-11,8105.13
Corporate,Furniture,East,2013-01-12,32343.84
Corporate,Furniture,South,2010-01-01,516.11
Corporate,Furniture,South,2010-01-02,2796.98
Corporate,Furniture,South,2010-01-03,2551.43
Corporate,Furniture,South,2010-01-04,881.07
Corporate,Furniture,South,2010-01-05,366.44
Corporate,Furniture,South,2010-01-06,4388.44
Corporate,Furniture,South,2010-01-07,5258.4
Corporate,Furniture,South,2010-01-08,1083.6
Corporate,Furniture,South,2010-01-09,4135.41
Corporate,Furniture,South,2010-01-10,554.08
Corporate,Furniture,South,2010-01-11,15313.08
Corporate,Furniture,South,2010-01-12,7210.41
Corporate,Furniture,South,2011-01-01,22004.78
Corporate,Furniture,South,2011-01-02,2258.5
Corporate,Furniture,South,2011-01-03,2928
Corporate,Furniture,South,2011-01-04,1206.42
Corporate,Furniture,South,2011-01-05,6608.15
Corporate,Furniture,South,2011-01-07,198.99
Corporate,Furniture,South,2011-01-08,10012.25
Corporate,Furniture,South,2011-01-09,2224.34
Corporate,Furniture,South,2011-01-11,729.6
Corporate,Furniture,South,2011-01-12,2029.82
Corporate,Furniture,South,2012-01-01,3856
Corporate,Furniture,South,2012-01-02,2509.45
Corporate,Furniture,South,2012-01-04,1503.91
Corporate,Furniture,South,2012-01-05,7952.76
Corporate,Furniture,South,2012-01-06,1956.12
Corporate,Furniture,South,2012-01-08,614.18
Corporate,Furniture,South,2012-01-09,183.44
Corporate,Furniture,South,2012-01-10,672.34
Corporate,Furniture,South,2012-01-11,25072.99
Corporate,Furniture,South,2012-01-12,6115.77
Corporate,Furniture,South,2013-01-01,3108.52
Corporate,Furniture,South,2013-01-02,2956.67
Corporate,Furniture,South,2013-01-03,424.03
Corporate,Furniture,South,2013-01-04,37.22
Corporate,Furniture,South,2013-01-05,3915.61
Corporate,Furniture,South,2013-01-06,2204.6
Corporate,Furniture,South,2013-01-07,1915.07
Corporate,Furniture,South,2013-01-08,673.29
Corporate,Furniture,South,2013-01-09,5481.76
Corporate,Furniture,South,2013-01-10,9790.56
Corporate,Furniture,South,2013-01-11,884.35
Corporate,Furniture,South,2013-01-12,666.83
Corporate,Furniture,West,2010-01-01,3132.83
Corporate,Furniture,West,2010-01-02,12604.9
Corporate,Furniture,West,2010-01-03,10741.52
Corporate,Furniture,West,2010-01-04,1216.52
Corporate,Furniture,West,2010-01-05,7020.07
Corporate,Furniture,West,2010-01-06,2342.74
Corporate,Furniture,West,2010-01-08,7943.33
Corporate,Furniture,West,2010-01-09,6275.98
Corporate,Furniture,West,2010-01-10,5366.47
Corporate,Furniture,West,2010-01-11,3884.77
Corporate,Furniture,West,2010-01-12,8539.21
Corporate,Furniture,West,2011-01-02,4409.25
Corporate,Furniture,West,2011-01-03,568.99
Corporate,Furniture,West,2011-01-04,2524.82
Corporate,Furniture,West,2011-01-05,2661.31
Corporate,Furniture,West,2011-01-06,2696.59
Corporate,Furniture,West,2011-01-07,17374.27
Corporate,Furniture,West,2011-01-08,1807.33
Corporate,Furniture,West,2011-01-09,5425.28
Corporate,Furniture,West,2011-01-10,565.68
Corporate,Furniture,West,2011-01-11,632.65
Corporate,Furniture,West,2011-01-12,9468.79
Corporate,Furniture,West,2012-01-02,2792.56
Corporate,Furniture,West,2012-01-03,102.42
Corporate,Furniture,West,2012-01-04,4201.23
Corporate,Furniture,West,2012-01-05,10928.8
Corporate,Furniture,West,2012-01-06,2237.4
Corporate,Furniture,West,2012-01-07,1653.28
Corporate,Furniture,West,2012-01-08,1578.9
Corporate,Furniture,West,2012-01-09,565.48
Corporate,Furniture,West,2012-01-10,20074.25
Corporate,Furniture,West,2012-01-11,106306.62
Corporate,Furniture,West,2012-01-12,8489.57
Corporate,Furniture,West,2013-01-01,28588.84
Corporate,Furniture,West,2013-01-02,4026.4
Corporate,Furniture,West,2013-01-03,6731.01
Corporate,Furniture,West,2013-01-04,1746.68
Corporate,Furniture,West,2013-01-05,157.21
Corporate,Furniture,West,2013-01-06,1100.11
Corporate,Furniture,West,2013-01-07,1376.33
Corporate,Furniture,West,2013-01-08,4549.76
Corporate,Furniture,West,2013-01-09,8136.42
Corporate,Furniture,West,2013-01-10,1013.88
Corporate,Furniture,West,2013-01-11,8280.99
Corporate,Furniture,West,2013-01-12,18236.57
Corporate,Office Supplies,Central,2010-01-01,1149.77
Corporate,Office Supplies,Central,2010-01-02,1432.34
Corporate,Office Supplies,Central,2010-01-03,3771.83
Corporate,Office Supplies,Central,2010-01-04,1179.55
Corporate,Office Supplies,Central,2010-01-05,2819.33
Corporate,Office Supplies,Central,2010-01-06,3584.06
Corporate,Office Supplies,Central,2010-01-07,2588.56
Corporate,Office Supplies,Central,2010-01-08,4012.69
Corporate,Office Supplies,Central,2010-01-09,2658.95
Corporate,Office Supplies,Central,2010-01-10,3055.07
Corporate,Office Supplies,Central,2010-01-11,5553.79
Corporate,Office Supplies,Central,2010-01-12,1162.42
Corporate,Office Supplies,Central,2011-01-01,223.78
Corporate,Office Supplies,Central,2011-01-02,929.32
Corporate,Office Supplies,Central,2011-01-03,2589.87
Corporate,Office Supplies,Central,2011-01-04,945.54
Corporate,Office Supplies,Central,2011-01-05,3386.86
Corporate,Office Supplies,Central,2011-01-06,2154.43
Corporate,Office Supplies,Central,2011-01-07,2342.49
Corporate,Office Supplies,Central,2011-01-08,7672.9
Corporate,Office Supplies,Central,2011-01-09,1639.44
Corporate,Office Supplies,Central,2011-01-10,5000.99
Corporate,Office Supplies,Central,2011-01-11,13925.66
Corporate,Office Supplies,Central,2011-01-12,2066.49
Corporate,Office Supplies,Central,2012-01-01,1907.95
Corporate,Office Supplies,Central,2012-01-02,1231.72
Corporate,Office Supplies,Central,2012-01-03,4587.05
Corporate,Office Supplies,Central,2012-01-04,1523.16
Corporate,Office Supplies,Central,2012-01-05,1802.79
Corporate,Office Supplies,Central,2012-01-06,2585.87
Corporate,Office Supplies,Central,2012-01-07,3733.87
Corporate,Office Supplies,Central,2012-01-08,10586.41
Corporate,Office Supplies,Central,2012-01-09,1307.35
Corporate,Office Supplies,Central,2012-01-10,11287.97
Corporate,Office Supplies,Central,2012-01-11,2216.97
Corporate,Office Supplies,Central,2012-01-12,6307.98
Corporate,Office Supplies,Central,2013-01-01,5726.59
Corporate,Office Supplies,Central,2013-01-02,3824.59
Corporate,Office Supplies,Central,2013-01-03,1745.67
Corporate,Office Supplies,Central,2013-01-04,5884.69
Corporate,Office Supplies,Central,2013-01-05,11030.69
Corporate,Office Supplies,Central,2013-01-06,2275.73
Corporate,Office Supplies,Central,2013-01-07,7205.56
Corporate,Office Supplies,Central,2013-01-08,4891.84
Corporate,Office Supplies,Central,2013-01-09,4824.36
Corporate,Office Supplies,Central,2013-01-10,12745.41
Corporate,Office Supplies,Central,2013-01-11,25055.79
Corporate,Office Supplies,Central,2013-01-12,12448.95
Corporate,Office Supplies,East,2010-01-01,6171.83
Corporate,Office Supplies,East,2010-01-02,238.01
Corporate,Office Supplies,East,2010-01-03,787.23
Corporate,Office Supplies,East,2010-01-04,901.18
Corporate,Office Supplies,East,2010-01-05,2632.73
Corporate,Office Supplies,East,2010-01-06,186.49
Corporate,Office Supplies,East,2010-01-07,1020.89
Corporate,Office Supplies,East,2010-01-08,1053.59
Corporate,Office Supplies,East,2010-01-09,1432.73
Corporate,Office Supplies,East,2010-01-10,39661.46
Corporate,Office Supplies,East,2010-01-11,4462.99
Corporate,Office Supplies,East,2010-01-12,5161.1
Corporate,Office Supplies,East,2011-01-01,6379.36
Corporate,Office Supplies,East,2011-01-02,2732.76
Corporate,Office Supplies,East,2011-01-03,4507.14
Corporate,Office Supplies,East,2011-01-04,281.46
Corporate,Office Supplies,East,2011-01-05,6074.01
Corporate,Office Supplies,East,2011-01-06,3591.97
Corporate,Office Supplies,East,2011-01-07,810.87
Corporate,Office Supplies,East,2011-01-08,613.82
Corporate,Office Supplies,East,2011-01-09,3889.69
Corporate,Office Supplies,East,2011-01-10,8109.05
Corporate,Office Supplies,East,2011-01-11,4893.53
Corporate,Office Supplies,East,2011-01-12,6802.67
Corporate,Office Supplies,East,2012-01-01,2836.48
Corporate,Office Supplies,East,2012-01-02,2115.69
Corporate,Office Supplies,East,2012-01-03,596.31
Corporate,Office Supplies,East,2012-01-04,703.09
Corporate,Office Supplies,East,2012-01-05,9886.59
Corporate,Office Supplies,East,2012-01-06,2309.39
Corporate,Office Supplies,East,2012-01-07,670.43
Corporate,Office Supplies,East,2012-01-08,3018.75
Corporate,Office Supplies,East,2012-01-09,1055.58
Corporate,Office Supplies,East,2012-01-10,613.65
Corporate,Office Supplies,East,2012-01-11,5240.92
Corporate,Office Supplies,East,2012-01-12,2354.39
Corporate,Office Supplies,East,2013-01-01,30406.04
Corporate,Office Supplies,East,2013-01-02,981.28
Corporate,Office Supplies,East,2013-01-03,13208.39
Corporate,Office Supplies,East,2013-01-04,2325.52
Corporate,Office Supplies,East,2013-01-05,5599.34
Corporate,Office Supplies,East,2013-01-06,7724.5
Corporate,Office Supplies,East,2013-01-07,5032.2
Corporate,Office Supplies,East,2013-01-08,1932.08
Corporate,Office Supplies,East,2013-01-09,5064.55
Corporate,Office Supplies,East,2013-01-10,8341.41
Corporate,Office Supplies,East,2013-01-11,5213.61
Corporate,Office Supplies,East,2013-01-12,9346.02
Corporate,Office Supplies,South,2010-01-01,2294.64
Corporate,Office Supplies,South,2010-01-02,5017.22
Corporate,Office Supplies,South,2010-01-03,820.88
Corporate,Office Supplies,South,2010-01-04,7145.57
Corporate,Office Supplies,South,2010-01-05,429.73
Corporate,Office Supplies,South,2010-01-06,718.59
Corporate,Office Supplies,South,2010-01-07,504.45
Corporate,Office Supplies,South,2010-01-08,1107.82
Corporate,Office Supplies,South,2010-01-09,13390.81
Corporate,Office Supplies,South,2010-01-10,5502.98
Corporate,Office Supplies,South,2010-01-11,4654.48
Corporate,Office Supplies,South,2010-01-12,1312.38
Corporate,Office Supplies,South,2011-01-01,493.2
Corporate,Office Supplies,South,2011-01-02,1159.75
Corporate,Office Supplies,South,2011-01-03,515.85
Corporate,Office Supplies,South,2011-01-04,2196.34
Corporate,Office Supplies,South,2011-01-05,2060.49
Corporate,Office Supplies,South,2011-01-06,1121.7
Corporate,Office Supplies,South,2011-01-07,6.82
Corporate,Office Supplies,South,2011-01-08,1057.84
Corporate,Office Supplies,South,2011-01-09,1662.83
Corporate,Office Supplies,South,2011-01-10,341.61
Corporate,Office Supplies,South,2011-01-11,7493.09
Corporate,Office Supplies,South,2011-01-12,813.32
Corporate,Office Supplies,South,2012-01-01,603.23
Corporate,Office Supplies,South,2012-01-02,420.2
Corporate,Office Supplies,South,2012-01-03,850.59
Corporate,Office Supplies,South,2012-01-04,508.87
Corporate,Office Supplies,South,2012-01-05,1465.31
Corporate,Office Supplies,South,2012-01-06,1309.23
Corporate,Office Supplies,South,2012-01-07,852.91
Corporate,Office Supplies,South,2012-01-08,3712.39
Corporate,Office Supplies,South,2012-01-09,840.24
Corporate,Office Supplies,South,2012-01-10,3991.47
Corporate,Office Supplies,South,2012-01-11,2659.42
Corporate,Office Supplies,South,2012-01-12,3836.83
Corporate,Office Supplies,South,2013-01-01,1561.5
Corporate,Office Supplies,South,2013-01-02,1006.59
Corporate,Office Supplies,South,2013-01-03,1094.82
Corporate,Office Supplies,South,2013-01-04,397.87
Corporate,Office Supplies,South,2013-01-05,3048.85
Corporate,Office Supplies,South,2013-01-06,3121.45
Corporate,Office Supplies,South,2013-01-07,1389.06
Corporate,Office Supplies,South,2013-01-08,5046.05
Corporate,Office Supplies,South,2013-01-09,3770.34
Corporate,Office Supplies,South,2013-01-10,2721.7
Corporate,Office Supplies,South,2013-01-11,3786.38
Corporate,Office Supplies,South,2013-01-12,3435.17
Corporate,Office Supplies,West,2010-01-01,7001.14
Corporate,Office Supplies,West,2010-01-02,1217.45
Corporate,Office Supplies,West,2010-01-03,1213.23
Corporate,Office Supplies,West,2010-01-04,559.43
Corporate,Office Supplies,West,2010-01-05,1506.46
Corporate,Office Supplies,West,2010-01-06,5046.43
Corporate,Office Supplies,West,2010-01-07,1366.3
Corporate,Office Supplies,West,2010-01-08,2710.63
Corporate,Office Supplies,West,2010-01-09,8150.43
Corporate,Office Supplies,West,2010-01-10,702.28
Corporate,Office Supplies,West,2010-01-11,3061.2
Corporate,Office Supplies,West,2010-01-12,1611.84
Corporate,Office Supplies,West,2011-01-01,172.97
Corporate,Office Supplies,West,2011-01-02,1590.89
Corporate,Office Supplies,West,2011-01-03,2974.9
Corporate,Office Supplies,West,2011-01-04,550.68
Corporate,Office Supplies,West,2011-01-05,577.96
Corporate,Office Supplies,West,2011-01-06,5304.54
Corporate,Office Supplies,West,2011-01-07,2692.45
Corporate,Office Supplies,West,2011-01-08,3532.68
Corporate,Office Supplies,West,2011-01-09,6761.27
Corporate,Office Supplies,West,2011-01-10,5287.63
Corporate,Office Supplies,West,2011-01-11,10480.66
Corporate,Office Supplies,West,2011-01-12,1802.95
Corporate,Office Supplies,West,2012-01-01,180.41
Corporate,Office Supplies,West,2012-01-02,3601.05
Corporate,Office Supplies,West,2012-01-03,969.6
Corporate,Office Supplies,West,2012-01-04,661.83
Corporate,Office Supplies,West,2012-01-05,2388.85
Corporate,Office Supplies,West,2012-01-06,1021.9
Corporate,Office Supplies,West,2012-01-07,1237.76
Corporate,Office Supplies,West,2012-01-08,2649.6
Corporate,Office Supplies,West,2012-01-09,3008.68
Corporate,Office Supplies,West,2012-01-10,2497.46
Corporate,Office Supplies,West,2012-01-11,7294.94
Corporate,Office Supplies,West,2012-01-12,766.2
Corporate,Office Supplies,West,2013-01-01,3493.84
Corporate,Office Supplies,West,2013-01-02,2122.41
Corporate,Office Supplies,West,2013-01-03,11568.58
Corporate,Office Supplies,West,2013-01-04,7581.73
Corporate,Office Supplies,West,2013-01-05,912.21
Corporate,Office Supplies,West,2013-01-06,393.68
Corporate,Office Supplies,West,2013-01-07,2839.92
Corporate,Office Supplies,West,2013-01-08,4075.16
Corporate,Office Supplies,West,2013-01-09,4015.75
Corporate,Office Supplies,West,2013-01-10,5142.92
Corporate,Office Supplies,West,2013-01-11,3831.44
Corporate,Office Supplies,West,2013-01-12,10048.98
Corporate,Technology,Central,2010-01-01,188.66
Corporate,Technology,Central,2010-01-02,711.45
Corporate,Technology,Central,2010-01-03,3328.03
Corporate,Technology,Central,2010-01-04,5638.04
Corporate,Technology,Central,2010-01-05,2683.8
Corporate,Technology,Central,2010-01-06,2171.87
Corporate,Technology,Central,2010-01-07,6624.23
Corporate,Technology,Central,2010-01-08,3648.77
Corporate,Technology,Central,2010-01-09,10120.69
Corporate,Technology,Central,2010-01-10,8535.59
Corporate,Technology,Central,2010-01-11,10415.02
Corporate,Technology,Central,2010-01-12,29395.03
Corporate,Technology,Central,2011-01-01,1749.16
Corporate,Technology,Central,2011-01-02,674.87
Corporate,Technology,Central,2011-01-03,2590.41
Corporate,Technology,Central,2011-01-04,827.6
Corporate,Technology,Central,2011-01-05,9102.84
Corporate,Technology,Central,2011-01-06,1232.37
Corporate,Technology,Central,2011-01-07,5658.35
Corporate,Technology,Central,2011-01-08,1089.67
Corporate,Technology,Central,2011-01-09,37368.74
Corporate,Technology,Central,2011-01-10,28767.52
Corporate,Technology,Central,2011-01-11,26573.99
Corporate,Technology,Central,2011-01-12,19060.55
Corporate,Technology,Central,2012-01-01,3176.82
Corporate,Technology,Central,2012-01-02,4626.75
Corporate,Technology,Central,2012-01-03,8509.23
Corporate,Technology,Central,2012-01-04,4046.99
Corporate,Technology,Central,2012-01-05,1721.49
Corporate,Technology,Central,2012-01-06,4437.36
Corporate,Technology,Central,2012-01-07,9189.31
Corporate,Technology,Central,2012-01-08,3453.31
Corporate,Technology,Central,2012-01-09,6514.4
Corporate,Technology,Central,2012-01-10,20879.78
Corporate,Technology,Central,2012-01-11,19628.43
Corporate,Technology,Central,2012-01-12,9034.46
Corporate,Technology,Central,2013-01-01,6851.04
Corporate,Technology,Central,2013-01-02,2547.04
Corporate,Technology,Central,2013-01-03,12219.78
Corporate,Technology,Central,2013-01-04,13356.34
Corporate,Technology,Central,2013-01-05,32954.2
Corporate,Technology,Central,2013-01-06,11165.5
Corporate,Technology,Central,2013-01-07,8038.85
Corporate,Technology,Central,2013-01-08,3804.58
Corporate,Technology,Central,2013-01-09,19751
Corporate,Technology,Central,2013-01-10,12645.04
Corporate,Technology,Central,2013-01-11,28017.83
Corporate,Technology,Central,2013-01-12,13292.22
Corporate,Technology,East,2010-01-01,1208.74
Corporate,Technology,East,2010-01-03,322.91
Corporate,Technology,East,2010-01-04,2371.8
Corporate,Technology,East,2010-01-05,2104.22
Corporate,Technology,East,2010-01-06,3501.37
Corporate,Technology,East,2010-01-07,893.53
Corporate,Technology,East,2010-01-08,484.56
Corporate,Technology,East,2010-01-10,8757.37
Corporate,Technology,East,2010-01-11,2378.47
Corporate,Technology,East,2011-01-01,13700.77
Corporate,Technology,East,2011-01-02,637.04
Corporate,Technology,East,2011-01-03,2314.94
Corporate,Technology,East,2011-01-04,57.96
Corporate,Technology,East,2011-01-05,1195.17
Corporate,Technology,East,2011-01-06,5308.57
Corporate,Technology,East,2011-01-07,461.79
Corporate,Technology,East,2011-01-08,10825.79
Corporate,Technology,East,2011-01-09,19164.36
Corporate,Technology,East,2011-01-10,392.95
Corporate,Technology,East,2011-01-11,14868.74
Corporate,Technology,East,2011-01-12,500.23
Corporate,Technology,East,2012-01-01,5893.12
Corporate,Technology,East,2012-01-02,4029.26
Corporate,Technology,East,2012-01-03,116.54
Corporate,Technology,East,2012-01-04,516.52
Corporate,Technology,East,2012-01-05,22046.69
Corporate,Technology,East,2012-01-07,8448.44
Corporate,Technology,East,2012-01-08,5185.32
Corporate,Technology,East,2012-01-09,2160.3
Corporate,Technology,East,2012-01-10,8387.4
Corporate,Technology,East,2012-01-11,15535.42
Corporate,Technology,East,2012-01-12,17206.5
Corporate,Technology,East,2013-01-01,707.52
Corporate,Technology,East,2013-01-02,3318.05
Corporate,Technology,East,2013-01-03,512.96
Corporate,Technology,East,2013-01-04,4796.32
Corporate,Technology,East,2013-01-05,5804.02
Corporate,Technology,East,2013-01-06,3152.44
Corporate,Technology,East,2013-01-07,1610.82
Corporate,Technology,East,2013-01-08,11427.6
Corporate,Technology,East,2013-01-09,15342.48
Corporate,Technology,East,2013-01-10,50541.4
Corporate,Technology,East,2013-01-11,4341.68
Corporate,Technology,East,2013-01-12,17645.41
Corporate,Technology,South,2010-01-01,12094.78
Corporate,Technology,South,2010-01-02,38.34
Corporate,Technology,South,2010-01-03,8322.56
Corporate,Technology,South,2010-01-04,2848.38
Corporate,Technology,South,2010-01-05,1157.28
Corporate,Technology,South,2010-01-06,345.07
Corporate,Technology,South,2010-01-07,437.03
Corporate,Technology,South,2010-01-08,4705.9
Corporate,Technology,South,2010-01-09,2285.04
Corporate,Technology,South,2010-01-10,1407.53
Corporate,Technology,South,2010-01-11,537.8
Corporate,Technology,South,2010-01-12,1188.54
Corporate,Technology,South,2011-01-01,1012.07
Corporate,Technology,South,2011-01-02,204.16
Corporate,Technology,South,2011-01-03,5710.05
Corporate,Technology,South,2011-01-04,2665.49
Corporate,Technology,South,2011-01-05,2175.65
Corporate,Technology,South,2011-01-06,1464.75
Corporate,Technology,South,2011-01-07,2344.93
Corporate,Technology,South,2011-01-08,3183.19
Corporate,Technology,South,2011-01-09,4829.72
Corporate,Technology,South,2011-01-10,12019.77
Corporate,Technology,South,2011-01-11,2054.54
Corporate,Technology,South,2011-01-12,4514.43
Corporate,Technology,South,2012-01-01,2350.93
Corporate,Technology,South,2012-01-02,9460.75
Corporate,Technology,South,2012-01-03,6911.79
Corporate,Technology,South,2012-01-05,3604.57
Corporate,Technology,South,2012-01-06,1165.48
Corporate,Technology,South,2012-01-07,15059.49
Corporate,Technology,South,2012-01-08,1568.62
Corporate,Technology,South,2012-01-09,6149.76
Corporate,Technology,South,2012-01-10,214.6
Corporate,Technology,South,2012-01-11,5017.55
Corporate,Technology,South,2012-01-12,27211.08
Corporate,Technology,South,2013-01-01,8385.78
Corporate,Technology,South,2013-01-02,10586.32
Corporate,Technology,South,2013-01-03,6471.13
Corporate,Technology,South,2013-01-04,6247.67
Corporate,Technology,South,2013-01-05,21798.8
Corporate,Technology,South,2013-01-06,2984.03
Corporate,Technology,South,2013-01-07,6846.03
Corporate,Technology,South,2013-01-08,11410.49
Corporate,Technology,South,2013-01-09,13745.16
Corporate,Technology,South,2013-01-10,15996.5
Corporate,Technology,South,2013-01-11,3945.11
Corporate,Technology,South,2013-01-12,9681.55
Corporate,Technology,West,2010-01-01,224.12
Corporate,Technology,West,2010-01-02,7644.59
Corporate,Technology,West,2010-01-03,5661.85
Corporate,Technology,West,2010-01-04,3059.93
Corporate,Technology,West,2010-01-05,2308.16
Corporate,Technology,West,2010-01-06,495.82
Corporate,Technology,West,2010-01-07,6219.91
Corporate,Technology,West,2010-01-08,56879.08
Corporate,Technology,West,2010-01-09,8204.74
Corporate,Technology,West,2010-01-10,5632.97
Corporate,Technology,West,2010-01-11,3689.27
Corporate,Technology,West,2010-01-12,677.86
Corporate,Technology,West,2011-01-01,7641.44
Corporate,Technology,West,2011-01-02,2220.36
Corporate,Technology,West,2011-01-03,3726.62
Corporate,Technology,West,2011-01-04,2642.91
Corporate,Technology,West,2011-01-05,3098.75
Corporate,Technology,West,2011-01-06,1459.39
Corporate,Technology,West,2011-01-07,8527.31
Corporate,Technology,West,2011-01-09,24717.34
Corporate,Technology,West,2011-01-12,7491.97
Corporate,Technology,West,2012-01-01,964.11
Corporate,Technology,West,2012-01-02,7779.11
Corporate,Technology,West,2012-01-03,2159.19
Corporate,Technology,West,2012-01-04,1915.32
Corporate,Technology,West,2012-01-05,5913.8
Corporate,Technology,West,2012-01-06,3292.48
Corporate,Technology,West,2012-01-07,6065.82
Corporate,Technology,West,2012-01-08,2858.65
Corporate,Technology,West,2012-01-09,11307.98
Corporate,Technology,West,2012-01-10,8341.95
Corporate,Technology,West,2012-01-11,17873.41
Corporate,Technology,West,2012-01-12,3887.27
Corporate,Technology,West,2013-01-01,3623.55
Corporate,Technology,West,2013-01-02,624.78
Corporate,Technology,West,2013-01-03,8542.97
Corporate,Technology,West,2013-01-04,5821.75
Corporate,Technology,West,2013-01-05,5400.3
Corporate,Technology,West,2013-01-06,6776.48
Corporate,Technology,West,2013-01-07,3169.93
Corporate,Technology,West,2013-01-08,17827.2
Corporate,Technology,West,2013-01-09,13537.36
Corporate,Technology,West,2013-01-10,5811.85
Corporate,Technology,West,2013-01-11,3142.34
Corporate,Technology,West,2013-01-12,11779.77
Home Office,Furniture,Central,2010-01-01,15995.82
Home Office,Furniture,Central,2010-01-02,6318.03
Home Office,Furniture,Central,2010-01-03,319.08
Home Office,Furniture,Central,2010-01-04,3081.24
Home Office,Furniture,Central,2010-01-05,1857.08
Home Office,Furniture,Central,2010-01-06,1734.49
Home Office,Furniture,Central,2010-01-07,486.09
Home Office,Furniture,Central,2010-01-08,192.49
Home Office,Furniture,Central,2010-01-09,253.87
Home Office,Furniture,Central,2010-01-10,6600.63
Home Office,Furniture,Central,2010-01-11,10876.4
Home Office,Furniture,Central,2010-01-12,2589.25
Home Office,Furniture,Central,2011-01-01,3082.73
Home Office,Furniture,Central,2011-01-02,2227.81
Home Office,Furniture,Central,2011-01-03,536.62
Home Office,Furniture,Central,2011-01-08,6663.79
Home Office,Furniture,Central,2011-01-09,12209.59
Home Office,Furniture,Central,2011-01-10,13008.49
Home Office,Furniture,Central,2011-01-11,359.83
Home Office,Furniture,Central,2011-01-12,8755.89
Home Office,Furniture,Central,2012-01-01,1118.74
Home Office,Furniture,Central,2012-01-02,2542.94
Home Office,Furniture,Central,2012-01-03,1664.93
Home Office,Furniture,Central,2012-01-04,3983.69
Home Office,Furniture,Central,2012-01-05,2124.2
Home Office,Furniture,Central,2012-01-06,7131.72
Home Office,Furniture,Central,2012-01-07,12560.34
Home Office,Furniture,Central,2012-01-08,12424.85
Home Office,Furniture,Central,2012-01-09,434.18
Home Office,Furniture,Central,2012-01-10,3074.3
Home Office,Furniture,Central,2012-01-11,5159.66
Home Office,Furniture,Central,2012-01-12,635.02
Home Office,Furniture,Central,2013-01-01,7360.18
Home Office,Furniture,Central,2013-01-02,4112.76
Home Office,Furniture,Central,2013-01-03,379.64
Home Office,Furniture,Central,2013-01-04,8.72
Home Office,Furniture,Central,2013-01-05,2912.35
Home Office,Furniture,Central,2013-01-06,406.96
Home Office,Furniture,Central,2013-01-07,2300.03
Home Office,Furniture,Central,2013-01-08,18554.68
Home Office,Furniture,Central,2013-01-09,14757.75
Home Office,Furniture,Central,2013-01-10,10517.66
Home Office,Furniture,Central,2013-01-11,989.14
Home Office,Furniture,Central,2013-01-12,3822.23
Home Office,Furniture,East,2010-01-01,34.49
Home Office,Furniture,East,2010-01-02,9920.03
Home Office,Furniture,East,2010-01-04,1695.88
Home Office,Furniture,East,2010-01-07,1512.45
Home Office,Furniture,East,2010-01-08,2171.03
Home Office,Furniture,East,2010-01-09,2236.06
Home Office,Furniture,East,2010-01-10,2354.76
Home Office,Furniture,East,2010-01-11,8257.65
Home Office,Furniture,East,2010-01-12,1629.07
Home Office,Furniture,East,2011-01-03,4805.53
Home Office,Furniture,East,2011-01-04,1901.38
Home Office,Furniture,East,2011-01-05,691.22
Home Office,Furniture,East,2011-01-06,2394.49
Home Office,Furniture,East,2011-01-07,6858.89
Home Office,Furniture,East,2011-01-08,3242.96
Home Office,Furniture,East,2011-01-09,16915.3
Home Office,Furniture,East,2011-01-10,14070.98
Home Office,Furniture,East,2011-01-11,3491.94
Home Office,Furniture,East,2011-01-12,7400.09
Home Office,Furniture,East,2012-01-01,1501.51
Home Office,Furniture,East,2012-01-02,1757.1
Home Office,Furniture,East,2012-01-03,613.66
Home Office,Furniture,East,2012-01-04,2856.64
Home Office,Furniture,East,2012-01-08,14666.22
Home Office,Furniture,East,2012-01-09,10413.26
Home Office,Furniture,East,2012-01-10,6351.32
Home Office,Furniture,East,2012-01-11,3028.25
